Player,Team,COLLEGE,COUNTRY,DRAFT.YEAR,DRAFT.ROUND,DRAFT.NUMBER,GP,PTS,REB,AST,NETRTG,W,L,Min,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,DREB,TOV,STL,BLK,PF,DD2,TD3,X...,Dist..Miles.Off,Dist..Miles.Def,Avg.Speed.Off,Avg.Speed.Def,Deflections,Loose.Balls.Recovered,Charges.Drawn,Contested.2PT.Shots,Contested.3PT.Shots,Travel,DOUBLE.DRIBBLE,DISC..DRIBBLE,OFF..3.SEC,INBOUND,BACK..COURT,OFF...GLTND,PALMING,OFF..FOUL,DEF...3.SEC,CHARGE,KICKED.BALL,blessure,age_cat,height_cat,weight_cat
Keegan Murray,SAC,Iowa,USA,2022,1,4,76,12.4,6.7,1.4,1.5,36,40,34.3,4.8,10.8,2,5.9,0.8,0.9,1.9,4.8,0.8,0.8,0.9,2.4,11,0,0.6,1.4,1.3,4.67,4.17,1.4,0.5,0.16,4.3,3.1,6,0,0,0,0,0,0,0,2,0,2,3,Non blessé,joueur mature,grand,moyen
Keion Brooks Jr.,NOP,Washington,USA,Undrafted,Undrafted,Undrafted,14,10.1,4.1,0.9,-20.5,2,12,23.7,3.8,7.8,1,3.1,1.6,2.1,0.9,3.3,0.9,0.7,0.7,2.1,1,0,-10.4,0.97,0.88,4.54,4.18,1.5,0.3,0,2.6,1.9,2,0,0,0,0,0,0,0,3,0,1,0,Non blessé,joueur mature,moyen,moyen
Kel'el Ware,MIA,Indiana,USA,2024,1,15,64,9.3,7.4,0.9,1.9,28,36,22.2,4,7.3,0.5,1.7,0.7,1,1.8,5.6,0.9,0.6,1.1,1.7,15,0,0.6,0.85,0.76,4.32,3.86,1.1,0.3,0,4.3,1.2,3,0,0,0,0,0,4,0,10,1,0,10,Non blessé,jeune joueur,grand,moyen
Keldon Johnson,SAS,Kentucky,USA,2019,1,29,77,12.7,4.8,1.6,-5.8,31,46,23.9,4.8,10,1.1,3.6,1.9,2.5,1.5,3.4,1,0.6,0.3,1.5,3,0,-2.8,0.99,0.86,4.62,4,1.2,0.5,0,1.9,1.3,7,0,0,0,0,2,1,0,5,2,3,0,Non blessé,joueur mature,moyen,moyen
Kelly Olynyk,NOP,Gonzaga,Canada,2013,1,13,44,8.7,4.7,2.9,-2.7,12,32,20.2,3,6.1,0.8,1.8,1.9,2.5,1.4,3.3,1.7,0.8,0.4,2.8,2,0,-1.3,0.8,0.71,4.54,3.84,2.2,0.3,0.09,2.8,1.6,3,1,0,1,0,0,1,0,10,0,0,3,blessure bas,joueur vétéran,grand,lourd
Kelly Oubre Jr.,PHI,Kansas,USA,2015,1,15,60,15.1,6.1,1.8,-5.7,21,39,34.6,5.8,12.4,1.2,4,2.3,3.1,1.6,4.5,1.3,1.5,0.5,3,10,0,-4.3,1.37,1.24,4.33,4.06,4.2,0.8,0.03,1.9,2.5,2,0,0,0,1,0,0,0,9,0,4,1,blessure bas,joueur expérimenté,grand,léger
Kenrich Williams,OKC,TCU,USA,Undrafted,Undrafted,Undrafted,69,6.3,3.5,1.4,14.5,58,11,16.4,2.5,5.1,1,2.5,0.4,0.6,0.9,2.6,0.6,0.6,0.1,1.6,2,0,4.8,0.64,0.59,4.48,3.93,1.6,0.3,0.16,1.1,1,1,0,0,0,0,1,0,0,2,0,0,4,Non blessé,joueur expérimenté,moyen,moyen
Kentavious Caldwell-Pope,ORL,Georgia,USA,2013,1,8,77,8.7,2.2,1.8,0.5,38,39,29.6,3.1,7.1,1.5,4.3,1.1,1.2,0.4,1.8,0.8,1.3,0.4,1.8,0,0,0.1,1.11,0.97,4.04,3.82,2.1,0.6,0.04,1.3,1,1,0,0,0,0,0,0,0,6,0,1,3,Non blessé,joueur vétéran,moyen,léger
Keon Ellis,SAC,Alabama,USA,Undrafted,Undrafted,Undrafted,80,8.3,2.7,1.5,3,39,41,24.4,2.8,5.8,1.7,4,0.9,1.1,0.8,1.9,0.9,1.5,0.8,2.2,0,0,0.8,0.98,0.94,4.52,4.33,3.5,0.5,0.01,1.4,1.9,4,0,0,0,0,1,0,0,6,0,0,13,Non blessé,joueur mature,moyen,léger
Keon Johnson,BKN,Tennessee,USA,2021,1,21,79,10.6,3.8,2.2,-10.3,25,54,24.4,3.8,9.9,1.6,5.1,1.4,1.8,0.8,3,1.5,1,0.4,2.6,0,0,-5.4,1.01,0.91,4.5,4.27,1.8,0.6,0.09,1.9,1.4,5,0,1,0,0,0,0,0,12,3,5,3,Non blessé,joueur mature,moyen,léger
Keshad Johnson,MIA,Arizona,USA,Undrafted,Undrafted,Undrafted,16,2.7,1.8,0.3,1.3,10,6,6.1,1.1,1.6,0.2,0.4,0.3,0.6,0.4,1.4,0.3,0.3,0.3,0.7,0,0,0.3,0.25,0.24,4.69,4.08,0.5,0.3,0,1.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,moyen,moyen
Kessler Edwards,DAL,Pepperdine,USA,2021,2,44,40,4.2,2.9,1.1,-12.3,17,23,15.2,1.7,3.4,0.6,1.4,0.3,0.3,0.6,2.3,0.4,0.5,0.5,1.6,1,0,-4,0.66,0.56,4.86,4.19,1.2,0.2,0,3.5,1.4,2,0,0,0,0,0,0,0,1,0,0,0,Non blessé,joueur mature,moyen,léger
Kevin Durant,PHX,Texas,USA,2007,1,2,62,26.6,6,4.2,-1,33,29,36.5,9.5,18.1,2.6,6,4.9,5.8,0.4,5.7,3.1,0.8,1.2,1.7,5,0,-0.6,1.32,1.11,3.9,3.56,1.5,0.3,0.02,3,3.2,4,1,0,0,0,3,0,1,17,0,2,2,blessure bas,joueur vétéran,grand,lourd
Kevin Huerter,CHI,Maryland,USA,2018,1,19,69,9.9,3,2.3,2.8,39,30,24.3,3.7,8.8,1.9,5.7,0.5,0.7,0.4,2.5,1,1,0.3,1.8,0,0,1.5,1.04,0.9,4.97,4.02,2,0.3,0,2.1,1.6,3,0,0,0,0,1,0,0,1,0,0,4,Non blessé,joueur expérimenté,moyen,léger
Kevin Knox II,GSW,Kentucky,USA,2018,1,9,14,3.3,1.2,0.4,-2.9,11,3,6,1.3,2.6,0.3,1.1,0.4,0.6,0.5,0.7,0.3,0.1,0.3,0.4,0,0,-0.2,0.26,0.21,4.62,3.94,0.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,grand,moyen
Kevin Love,MIA,UCLA,USA,2008,1,5,23,5.3,4.1,1,-3.6,13,10,10.9,1.8,5,1,2.9,0.7,1,1,3.1,0.6,0.7,0.2,0.9,0,0,-1.1,0.43,0.37,4.34,3.82,1.4,0.3,0.1,1,0.5,0,0,0,0,1,0,0,0,0,0,0,3,Non blessé,joueur vétéran,grand,lourd
Kevin McCullar Jr.,NYK,Kansas,USA,2024,2,56,4,1.5,2,0.5,-3.1,4,0,7.3,0.5,1.8,0,0.3,0.5,0.5,0,2,0,0.3,0.3,1.5,0,0,-0.5,0.33,0.28,4.65,4.2,0.7,0.7,0,1.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,moyen,moyen
Kevin Porter Jr.,MIL,Southern California,USA,2019,1,30,75,10.3,3.7,3.4,1.1,43,32,19.8,3.9,8.7,0.7,2.4,1.7,2.3,0.6,3.1,1.8,1.1,0.2,1.6,2,1,0.4,0.82,0.73,4.65,4.12,1.8,0.5,0,1.4,1.3,5,0,0,0,0,4,0,0,14,0,3,1,Non blessé,joueur mature,moyen,léger
Kevon Looney,GSW,UCLA,USA,2015,1,30,76,4.5,6.1,1.6,5.6,45,31,15,1.9,3.7,0,0.1,0.7,1.3,2.4,3.6,0.5,0.6,0.5,2,2,0,1.5,0.59,0.54,4.33,4.04,1.1,0.4,0,4.1,1.4,1,0,0,0,0,1,0,0,15,4,1,4,Non blessé,joueur expérimenté,grand,moyen
Keyonte George,UTA,Baylor,USA,2023,1,16,67,16.8,3.8,5.6,-11.9,13,54,31.5,5.4,13.7,2.6,7.6,3.5,4.3,0.4,3.4,2.7,0.7,0.1,1.7,4,0,-7.6,1.27,1.05,4.35,3.84,1.2,0.5,0.07,1.1,1.6,5,0,1,0,0,1,1,0,8,0,1,4,Non blessé,jeune joueur,moyen,léger
Khris Middleton,WAS,Texas A&M,USA,2012,2,39,37,11.9,3.7,4.1,1.5,18,19,22.8,4.3,9.1,1.3,3.6,1.9,2.3,0.4,3.4,1.5,0.9,0.2,2,0,0,1.1,0.94,0.79,4.75,3.82,1.6,0.4,0.16,1,1.6,1,1,0,0,0,2,0,0,2,0,0,4,blessure bas,joueur vétéran,moyen,moyen
Killian Hayes,BKN,None,France,2020,1,7,6,9,3,5.2,-5.7,1,5,27.1,3,7.2,1.3,3.5,1.7,2,0.8,2.2,1.5,0.7,0.7,2.2,0,0,-4,1.17,0.99,4.67,4.17,1.7,0.3,0.33,2.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,moyen,léger
KJ Martin,UTA,None,USA,2020,2,52,43,6.4,2.9,1.1,-8.1,11,32,21.2,2.6,4.7,0.3,1.3,0.9,1.1,0.7,2.2,0.6,0.4,0.5,2.3,0,0,-3.3,0.84,0.74,4.34,3.96,0.9,0.5,0,2.3,1.9,0,0,0,0,0,0,0,0,1,0,0,0,blessure haut,joueur mature,moyen,moyen
KJ Simpson,CHA,Colorado,USA,2024,2,42,36,7.8,3,3.1,-15.4,3,33,23.4,2.9,8.4,0.9,3.6,1.1,1.4,1.1,1.9,1.6,0.9,0.2,1.6,0,0,-7.7,0.97,0.85,4.53,4.15,1.9,0.5,0.03,1.1,1.3,4,0,0,0,0,1,0,0,4,0,0,0,Non blessé,jeune joueur,petit,léger
Klay Thompson,DAL,Washington State,USA,2011,1,11,72,14,3.4,2,-2.4,33,39,27.3,5,12.2,3,7.7,0.9,1,0.6,2.8,1.2,0.7,0.4,1.1,0,0,-1.1,1.13,0.93,4.73,3.84,1.2,0.4,0,1.7,1.3,7,0,0,1,0,1,0,0,6,0,2,1,Non blessé,joueur vétéran,moyen,moyen
Kobe Brown,LAC,Missouri,USA,2023,1,30,40,1.9,1.6,0.6,-8.7,25,15,6.8,0.8,1.8,0.2,0.7,0.1,0.2,0.5,1.2,0.3,0.2,0.1,0.6,0,0,-1.3,0.28,0.24,4.44,3.94,0.6,0.5,0,0.9,0.6,1,0,0,0,0,0,0,0,1,0,1,0,Non blessé,joueur mature,moyen,lourd
Kobe Bufkin,ATL,Michigan,USA,2023,1,15,10,5.3,2.1,1.7,-8,6,4,12.4,1.8,4.7,0.4,1.9,1.3,1.8,0.5,1.6,0.8,0.3,0.2,0.9,0,0,-2.3,0.57,0.47,5.19,4.17,1.1,0.5,0,0.7,1.2,1,0,0,0,0,0,0,0,0,0,0,0,blessure haut,jeune joueur,moyen,léger
Kris Dunn,LAC,Providence,USA,2016,1,5,74,6.4,3.4,2.8,7.8,45,29,24.1,2.6,5.9,1,3,0.2,0.3,0.7,2.7,1,1.7,0.4,2.7,0,0,3.5,1,0.91,4.63,4.28,3.2,0.8,0,1.4,1.7,0,0,0,0,0,0,0,0,8,0,0,3,Non blessé,joueur vétéran,petit,léger
Kris Murray,POR,Iowa,USA,2023,1,23,69,4.2,2.6,1,-1.8,31,38,15.1,1.7,4,0.4,1.7,0.4,0.8,1.1,1.5,0.6,0.5,0.2,1,1,0,-0.7,0.61,0.61,4.56,4.37,1,0.5,0.07,1.6,0.5,3,0,0,0,0,0,0,0,3,0,1,1,Non blessé,joueur mature,grand,moyen
Kristaps Porziņģis,BOS,None,Latvia,2015,1,4,42,19.5,6.8,2.1,5.8,30,12,28.8,6.6,13.7,2.5,6,3.8,4.7,1.6,5.1,1.3,0.7,1.5,2.8,6,0,4.1,1.04,0.9,4.07,3.72,1.6,0.5,0,7.5,3.1,3,0,0,0,0,0,1,0,16,1,2,3,Non blessé,joueur expérimenté,grand,lourd
Kyle Anderson,MIA,UCLA,USA,2014,1,30,61,5.9,3.4,2.4,-1.5,30,31,16.4,2.3,5,0.4,1.1,0.8,1.1,0.9,2.5,0.6,0.7,0.5,1.3,2,0,-0.4,0.66,0.57,4.53,3.95,1.6,0.2,0.05,1.9,1.2,3,0,0,0,0,0,0,0,2,1,0,1,Non blessé,joueur vétéran,grand,moyen
Kyle Filipowski,UTA,Duke,USA,2024,2,32,72,9.6,6.1,1.9,-11.3,13,59,21.1,3.6,7.2,1.1,3.1,1.3,2,1.6,4.6,1.4,0.7,0.3,2.4,13,0,-5.1,0.87,0.75,4.46,4.11,1.5,0.3,0.01,3.3,1.9,6,0,0,1,0,0,0,0,16,3,2,5,Non blessé,jeune joueur,grand,lourd
Kyle Kuzma,MIL,Utah,USA,2017,1,27,65,14.8,5.7,2.3,-10.3,25,40,29.8,5.7,13,1.5,4.8,2,3.1,0.8,4.9,2.2,0.6,0.3,1.8,6,0,-6.4,1.23,1.05,4.65,3.97,0.9,0.2,0.14,2.6,2.1,8,0,0,1,0,0,4,0,17,1,8,1,Non blessé,joueur expérimenté,grand,moyen
Kyle Lowry,PHI,Villanova,USA,2006,1,24,35,3.9,1.9,2.7,-5.8,14,21,18.8,1.2,3.3,0.8,2.5,0.8,0.9,0.3,1.6,0.6,0.9,0.3,1.8,0,0,-2,0.74,0.59,4.27,3.55,1.9,0.4,0.18,0.9,0.7,1,1,0,0,0,0,0,0,1,0,0,0,blessure bas,joueur vétéran,petit,léger
Kylor Kelley,NOP,Oregon State,USA,Undrafted,Undrafted,Undrafted,11,3.1,3.5,0.5,-29.1,3,8,11.5,1.3,2,0,0,0.5,0.9,1.1,2.5,0.4,0.1,0.3,1.4,1,0,-6.8,0.48,0.42,4.67,4.25,0.2,0.1,0,3.2,2.9,0,0,0,0,0,0,0,0,2,0,1,0,Non blessé,joueur expérimenté,grand,moyen
Kyrie Irving,DAL,Duke,Australia,2011,1,1,50,24.7,4.8,4.6,2.6,28,22,36.1,8.9,18.9,2.9,7.2,3.9,4.3,1.2,3.6,2.2,1.3,0.5,2,0,0,2.5,1.34,1.17,4.18,3.63,3.3,0.8,0.04,1.6,1.5,2,0,0,0,0,2,0,0,9,0,1,2,blessure bas,joueur vétéran,petit,léger
Kyshawn George,WAS,Miami,Switzerland,2024,1,24,68,8.7,4.2,2.5,-10.1,15,53,26.5,3,8,1.7,5.2,1,1.4,0.7,3.5,1.4,1,0.7,3,1,0,-5.3,1.16,1,5,4.16,2.1,0.7,0.01,3.7,3.1,7,0,0,0,0,0,0,1,9,4,0,1,Non blessé,jeune joueur,grand,léger
Lamar Stevens,MEM,Penn State,USA,Undrafted,Undrafted,Undrafted,17,4.4,2.2,0.5,26.4,7,10,9.1,1.7,3.7,0.5,1.6,0.5,0.6,0.2,2,0.6,0.3,0.2,0.9,0,0,3.9,0.37,0.36,4.83,3.87,0.8,0.2,0,1.4,1.2,1,0,0,0,0,0,0,0,2,0,2,0,Non blessé,joueur expérimenté,moyen,moyen
LaMelo Ball,CHA,None,USA,2020,1,3,47,25.2,4.9,7.4,-3.9,16,31,32,8.6,21.3,3.8,11.2,4.1,4.9,1,3.9,3.6,1.1,0.3,3.3,13,0,-2.8,1.42,1.09,4.91,3.85,2.9,0.9,0,1.2,1.1,8,0,2,0,0,0,0,0,21,0,3,1,Non blessé,joueur mature,moyen,léger
Landry Shamet,NYK,Wichita State,USA,2018,1,26,50,5.7,1.2,0.5,5.1,30,20,15.2,2.1,4.6,1.2,3.1,0.2,0.4,0.2,1,0.4,0.5,0,1,0,0,1.8,0.67,0.55,4.88,4.16,1.1,0.3,0.02,1.8,1.1,0,0,0,0,0,1,0,0,1,0,0,0,Non blessé,joueur expérimenté,moyen,léger
Larry Nance Jr.,ATL,Wyoming,USA,2015,1,27,24,8.5,4.3,1.6,-9,10,14,19.3,3.3,6.5,1.4,3.2,0.4,0.5,1,3.3,0.7,0.8,0.5,1.5,3,0,-4,0.77,0.7,4.58,3.91,2.2,0.4,0.3,2.1,1.5,2,0,0,0,0,0,0,0,2,0,0,2,blessure bas,joueur vétéran,grand,lourd
Lauri Markkanen,UTA,Arizona,Finland,2017,1,7,47,19,5.9,1.5,-6.1,9,38,31.4,6.3,14.9,2.9,8.5,3.4,3.9,1.5,4.4,1.4,0.7,0.4,1.7,5,0,-4,1.31,1.09,4.5,4.02,1.6,0.6,0,3.4,1.7,0,1,0,0,0,0,3,0,12,0,3,3,blessure bas,joueur expérimenté,grand,lourd
LeBron James,LAL,None,USA,2003,1,1,70,24.4,7.8,8.2,-1.3,44,26,34.9,9.3,18.1,2.1,5.7,3.7,4.7,1,6.8,3.7,1,0.6,1.4,32,10,-0.8,1.23,1.04,3.89,3.39,1.8,0.6,0.13,1.8,2,10,4,0,0,0,0,0,0,13,1,2,2,Non blessé,joueur vétéran,grand,lourd
Leonard Miller,MIN,None,Canada,2023,2,33,13,1.5,0.8,0,-19.4,11,2,2.4,0.5,1.2,0,0.4,0.6,0.6,0.2,0.6,0.2,0.2,0.1,0.2,0,0,-0.9,0.11,0.09,4.91,4.28,0.3,0,0,0.3,0.3,1,0,0,0,0,0,0,0,0,0,0,0,Non blessé,jeune joueur,grand,moyen
Lester Quinones,NOP,Memphis,USA,Undrafted,Undrafted,Undrafted,13,6.6,1.5,1.8,-5.9,3,10,14.1,2.4,6,1,3.4,0.8,1,0.3,1.2,1.1,0.2,0.2,1.4,0,0,-2,0.62,0.53,4.89,4.19,1.3,0.1,0.1,1,0.3,1,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,moyen,moyen
Liam Robbins,MIL,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,13,0.7,0.9,0.2,-5.3,8,5,4.4,0.2,0.6,0,0.2,0.4,0.8,0.5,0.4,0.5,0.2,0.2,0.7,0,0,-0.4,0.18,0.15,4.5,3.9,0.4,0,0,0.9,0.5,0,0,0,0,0,0,0,0,2,0,0,1,Non blessé,joueur mature,grand,lourd
Lindy Waters III,DET,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,52,4.9,2.1,1,1.4,27,25,15,1.8,4.8,1.2,3.6,0.2,0.2,0.4,1.7,0.4,0.5,0.2,1.2,0,0,0.3,0.66,0.57,4.98,4.26,1.3,0.2,0.09,1.2,1.1,0,0,0,0,0,0,0,0,3,0,1,1,Non blessé,joueur expérimenté,moyen,moyen
Lonnie Walker IV,PHI,Miami,USA,2018,1,18,20,12.4,3.2,2.5,-14.1,3,17,23.8,4.5,10.6,2.3,6.4,1.2,1.5,0.3,2.9,1.3,0.5,0.3,1.4,1,0,-7.1,0.93,0.79,4.37,3.75,1.2,0.4,0,1.2,1.7,2,1,0,0,0,1,0,0,2,0,1,1,Non blessé,joueur expérimenté,moyen,léger
Lonzo Ball,CHI,UCLA,USA,2017,1,2,35,7.6,3.4,3.3,5.5,16,19,22.2,2.5,6.9,1.9,5.6,0.6,0.8,0.7,2.7,1.2,1.3,0.5,1.6,0,0,2.9,0.9,0.8,4.8,3.83,2.4,0.6,0,1.8,1.5,1,0,0,0,0,0,0,0,3,0,2,0,blessure haut,joueur expérimenté,moyen,léger
Luguentz Dort,OKC,Arizona State,Canada,Undrafted,Undrafted,Undrafted,71,10.1,4.1,1.6,13.1,57,14,29.2,3.6,8.4,2.4,5.8,0.5,0.6,1.3,2.9,0.7,1.1,0.5,2.9,0,0,7.7,1.09,1.05,4.3,3.94,2.2,0.7,0.08,1.4,2.1,2,0,0,0,0,0,0,0,11,0,1,4,Non blessé,joueur expérimenté,moyen,moyen
Luka Dončić,LAL,None,Slovenia,2018,1,3,50,28.2,8.2,7.7,9.1,31,19,35.4,9.2,20.5,3.5,9.6,6.2,7.9,0.8,7.4,3.6,1.8,0.4,2.5,21,5,6.9,1.28,1.07,4.05,3.41,3.3,0.5,0.08,2,2.8,3,1,0,0,0,0,0,2,4,0,2,10,Non blessé,joueur expérimenté,moyen,moyen
Luka Garza,MIN,Iowa,USA,2021,2,52,39,3.5,1.4,0.3,0.4,28,11,5.6,1.3,2.7,0.3,0.9,0.6,0.9,0.8,0.6,0.3,0.2,0.1,0.7,0,0,0,0.25,0.23,4.98,4.36,0.6,0.2,0.12,1.5,0.6,1,0,0,1,0,1,0,0,4,0,0,0,Non blessé,joueur expérimenté,grand,lourd
Luke Kennard,MEM,Duke,USA,2017,1,12,65,8.9,2.8,3.3,3.1,37,28,22.6,3.2,6.6,1.7,4,0.8,0.9,0.6,2.2,1.1,0.8,0.1,0.9,0,0,1.9,0.98,0.84,4.97,4.15,1.4,0.3,0,0.8,1.1,3,0,0,0,0,0,0,1,3,0,1,2,Non blessé,joueur expérimenté,moyen,moyen
Luke Kornet,BOS,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,73,6,5.3,1.6,14.9,53,20,18.6,2.6,3.8,0,0,0.9,1.3,2.6,2.7,0.4,0.5,1,1.6,3,0,5.5,0.73,0.65,4.28,4.11,0.9,0.3,0,5.7,1.9,1,0,0,0,0,0,2,0,10,2,0,4,Non blessé,joueur expérimenté,grand,lourd
Luke Travers,CLE,None,Australia,2022,2,56,12,1,1.7,0.7,-0.5,10,2,7.3,0.4,1.7,0,0.8,0.2,0.2,0.7,1,0.7,0.1,0.1,0.5,0,0,-0.1,0.31,0.27,4.73,4.1,0.6,0,0,1.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,moyen,moyen
Mac McClung,ORL,Texas Tech,USA,Undrafted,Undrafted,Undrafted,2,0,0.5,1.5,-9.5,1,1,5.1,0,1,0,0.5,0,0,0,0.5,0,0,0,1,0,0,-1,0.23,0.18,4.76,4.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur expérimenté,petit,léger
Malachi Flynn,CHA,San Diego State,USA,2020,1,29,4,4,1.8,1.8,3.7,2,2,10.9,1.3,3.3,0.3,1,1.3,1.5,0.8,1,1,0.8,0,1,0,0,0.3,0.44,0.44,4.77,4.27,2,0.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur expérimenté,petit,léger
Malaki Branham,SAS,Ohio State,USA,2022,1,20,47,5,1.1,0.8,-3.7,18,29,9.1,1.9,4,0.7,1.8,0.6,0.7,0.1,0.9,0.7,0.2,0,0.6,0,0,-0.7,0.37,0.35,4.59,4.05,0.5,0.2,0,0.8,0.8,1,0,0,0,0,0,0,0,1,0,1,0,Non blessé,jeune joueur,moyen,léger
Malcolm Brogdon,WAS,Virginia,USA,2016,2,36,24,12.7,3.8,4.1,-10.4,6,18,23.5,4.3,10,0.7,2.3,3.4,3.8,0.9,2.9,1.6,0.5,0.2,1.3,2,0,-5,0.97,0.79,4.66,3.76,1.2,0.4,0,1,1.7,0,0,0,0,0,0,0,0,1,0,0,0,blessure bas,joueur vétéran,moyen,moyen
Malevy Leons,OKC,Bradley,Netherlands,Undrafted,Undrafted,Undrafted,6,0.3,0.5,0.2,-43.3,6,0,3.5,0,0.3,0,0.2,0.3,0.7,0.2,0.3,0.2,0,0,0.7,0,0,-3,0.16,0.13,4.5,4.68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,grand,moyen
Malik Beasley,DET,Florida State,USA,2016,1,19,82,16.3,2.6,1.7,3.1,44,38,27.8,5.6,13.1,3.9,9.3,1.2,1.7,0.6,2,1,0.9,0.1,1.5,1,0,2.1,1.09,0.96,4.35,3.85,1.6,0.3,0,0.9,1.2,2,0,0,0,0,3,0,0,6,0,1,0,Non blessé,joueur expérimenté,moyen,léger
Malik Monk,SAC,Kentucky,USA,2017,1,11,65,17.2,3.8,5.6,2.5,36,29,31.6,6.3,14.4,2.1,6.6,2.4,2.7,0.5,3.3,2.4,0.9,0.6,2.4,4,0,1.8,1.35,1.1,4.85,3.82,1.7,0.6,0.03,1.8,2.1,5,0,0,0,0,1,0,0,10,0,3,0,blessure bas,joueur expérimenté,petit,léger
Marcus Bagley,PHI,Arizona State,USA,Undrafted,Undrafted,Undrafted,10,6.7,7,1,-15.9,1,9,25.3,2.7,6.9,0.5,3.2,0.8,1,2.3,4.7,0.7,0.9,1.2,1.6,2,0,-8.4,1.14,1.04,4.93,4.7,2.2,0.6,0.1,2.6,1.7,0,0,0,0,0,0,0,0,1,0,0,0,Non blessé,joueur mature,moyen,moyen
Marcus Garrett,CHA,Kansas,USA,Undrafted,Undrafted,Undrafted,4,7,1.5,3.3,-23.6,1,3,19.8,2.8,6.8,0.8,2,0.8,1,0.3,1.3,1.5,0.8,0.5,2.5,0,0,-9.8,0.81,0.71,4.39,3.97,2,0,0,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur expérimenté,moyen,léger
Marcus Sasser,DET,Houston,USA,2023,1,25,57,6.6,1.2,2.3,2.9,30,27,14.2,2.4,5.2,1,2.7,0.8,0.9,0.3,0.9,0.9,0.6,0.1,1.3,1,0,0.7,0.58,0.52,4.57,4.06,1.5,0.4,0,0.8,0.8,3,0,1,0,0,0,0,0,2,0,0,0,Non blessé,joueur mature,petit,léger
Marcus Smart,WAS,Oklahoma State,USA,2014,1,6,34,9,2.1,3.2,2.6,17,17,20,3,7.6,1.4,4.1,1.6,2.1,0.5,1.6,1.6,1.1,0.3,1.6,0,0,1.2,0.77,0.7,4.43,3.76,2.3,0.7,0.15,1,1.2,1,0,0,0,0,1,0,0,5,0,0,2,Non blessé,joueur vétéran,petit,moyen
MarJon Beauchamp,NYK,None,USA,2022,1,24,35,2.3,1.3,0.3,2.9,19,16,4.5,0.8,1.9,0.3,0.8,0.4,0.6,0.3,0.9,0.4,0.1,0,0.4,0,0,0.3,0.18,0.17,4.47,4.12,0.5,0.3,0.04,0.4,0.4,3,0,0,0,0,0,0,0,1,1,0,0,Non blessé,joueur mature,moyen,léger
Mark Williams,CHA,Duke,USA,2022,1,15,44,15.3,10.2,2.5,-12.7,9,35,26.6,6.1,10.2,0,0.1,3,3.7,3,7.2,1.6,0.7,1.2,2.4,21,0,-6.8,1.03,0.91,4.34,3.94,1.4,0.6,0,5.8,4,5,0,0,1,0,0,0,0,15,4,0,4,Non blessé,joueur mature,grand,lourd
Markelle Fultz,SAC,Washington,USA,2017,1,1,21,2.9,1,1.3,3.6,9,12,8.8,1.3,3.2,0.2,0.4,0,0,0.3,0.7,0.7,0.5,0.1,0.6,0,0,0.2,0.36,0.33,4.7,4.19,0.9,0.2,0,0.6,0.5,0,0,0,0,0,0,0,0,3,0,1,0,Non blessé,joueur expérimenté,moyen,moyen
Markieff Morris,LAL,Kansas,USA,2011,1,13,15,3.7,1.5,1.4,-7.8,7,8,11,1.4,4.7,0.6,2.4,0.3,0.4,0.2,1.3,0.3,0.1,0.2,1.1,0,0,-1.9,0.39,0.34,3.75,3.67,0.6,0.1,0,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur vétéran,grand,lourd
Marvin Bagley III,MEM,Duke,USA,2018,1,2,31,4.4,2.7,0.4,-0.6,7,24,8.6,1.8,3.4,0.1,0.6,0.7,1.1,1.2,1.5,0.4,0.3,0.3,0.6,1,0,-0.3,0.36,0.34,4.75,4.24,0.4,0.3,0.04,2,1.7,0,0,0,0,0,0,0,0,0,1,0,1,Non blessé,joueur expérimenté,grand,lourd
Mason Jones,SAC,Arkansas,USA,Undrafted,Undrafted,Undrafted,10,2.3,0.9,1.1,2.2,4,6,4.5,0.9,1.8,0.1,0.8,0.4,0.5,0.2,0.7,0.1,0,0.1,0.3,0,0,0.1,0.2,0.17,5.04,4,1,0.3,0,1.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur expérimenté,moyen,léger
